Date,AAPL,AMZN,BAC,GOOGL,JNJ,JPM,META,MSFT,TSLA,XOM,^GSPC
2018-04-10,0.01587864186296258,0.0223056915771401,0.01865905626425848,0.02018902601483278,0.015578967425182128,0.016959882050163872,0.02476296051413312,0.022530764121433025,0.03874370969428448,0.014751418343765706,0.01325962618755452
2018-04-11,0.015887580921985032,0.022304513235241786,0.01892410597289544,0.019897287947502625,0.015592082704853457,0.017088693020073962,0.024678906375961644,0.02249976853007015,0.03869251683027857,0.014450320594145848,0.013112168107960337
2018-04-12,0.01601220651207587,0.02251353738562201,0.01954008626921451,0.019992658042067967,0.01543429370896223,0.017526181995993737,0.02463030242107214,0.02276196485844271,0.03869527053289793,0.013800012930955998,0.013085152100796329
2018-04-13,0.015703540110057434,0.022507787846902605,0.01997858070806882,0.01929002227212437,0.014947877605095262,0.017929990965574256,0.024576371183908464,0.022709962830852186,0.03852794450350627,0.013781956453593558,0.012869570853220248
2018-04-16,0.015693778474635434,0.022540719617254613,0.019974162082787465,0.019244300478368205,0.014874176524740221,0.017929951925556402,0.024562124942575918,0.022805683948736392,0.03872914662492153,0.013841948814931428,0.012924307602176222
2018-04-17,0.015882655170342024,0.023733523192508238,0.019729591548572904,0.020052010554433234,0.014927550867327909,0.017675177948308585,0.02462336792334382,0.023062760509853116,0.038753177587381574,0.013771700771702805,0.012913583719140146
2018-04-18,0.015888090240832847,0.023857572841899065,0.019912043992378854,0.02002677209131045,0.015303318723528471,0.017713716781095755,0.02471213183014612,0.02305444974416103,0.03894864232802608,0.01389495317263738,0.01290422350512727
2018-04-19,0.016667162226300693,0.024096198131329488,0.020396187954154616,0.02003211438575788,0.015254963513851083,0.018208791217345876,0.024416219217968205,0.023051309953086477,0.039140154526216296,0.012938040914505889,0.012943324104817149
2018-04-20,0.018147714941081788,0.024336791680152438,0.02040899198994476,0.019950875190141548,0.014632206995234043,0.018210202725567785,0.024445826963599905,0.023137748410163562,0.03950775359842828,0.01299051669485278,0.012992812713058194
2018-04-23,0.017781006876957557,0.02412215576865293,0.02013902957583504,0.019182119592922393,0.014386399483720867,0.017366973034778382,0.024187415852397955,0.022778223309091114,0.03967191538824327,0.013005376248579652,0.012539260820024002
2018-04-24,0.01773307348121337,0.02491938703029694,0.020106931328603528,0.020897704260845223,0.014339908438269574,0.017372926166175126,0.02497322261718273,0.02316121228916436,0.03807872768583978,0.013323118497369371,0.012730608835111979
2018-04-25,0.017753192763630136,0.024916991638173458,0.019980952894580448,0.02062658664367857,0.014126894476550024,0.01727248692056487,0.024902483115733957,0.022785306770610622,0.03807587731045063,0.013372443533839313,0.012717602570215423
2018-04-26,0.017763409838537986,0.026043754770037536,0.019963256803935757,0.020963134231870625,0.014054287037613229,0.01718300364682227,0.02983184323377006,0.023099313893527536,0.037576845979281175,0.013338823068379699,0.012874185460904125
2018-04-27,0.01781925683619082,0.026886672661321498,0.019982524084328525,0.02099584987079029,0.01401099361454439,0.01719215001535678,0.029832949643221092,0.02328354238301946,0.038091689739022175,0.015273168051750635,0.012880020859204958
2018-04-30,0.018232122200976118,0.02686898239254089,0.019990784331620003,0.02096998451025056,0.014153734636607176,0.0171964103556234,0.029816191733462165,0.023706258574309483,0.03804981843240898,0.015203612603879632,0.01293678514819641
2018-05-01,0.018635926165197585,0.026734996918563424,0.019988880449577546,0.020806977830531335,0.01340340065902791,0.01716024172727228,0.02701257072683296,0.023634417379037008,0.03805377864782168,0.015125999310656986,0.012715814373422925
2018-05-02,0.020326159290870834,0.026327931864526585,0.020070678192061146,0.020927174107425135,0.013738619705996736,0.01719224926439494,0.026640186198493288,0.023822980882868078,0.0380348135574356,0.015124432046293507,0.012763181870625896
2018-05-03,0.01985010848391905,0.02632546128515011,0.02015894657309685,0.02093171726705509,0.013737729683697223,0.017203207002036182,0.026723895700955732,0.023806663879373656,0.039170122366889285,0.014948064353819663,0.012764326241690483
2018-05-04,0.020760646397354192,0.025967319655134186,0.01875841561881852,0.0203073334810496,0.012876766293027085,0.015551567896292527,0.02630799386666133,0.023189293583740726,0.03954014449832129,0.014404057885779387,0.012130351601878437
2018-05-07,0.020169355919972973,0.025265048761801166,0.016867211309178336,0.01977112882493386,0.012487649417921845,0.014776670497187663,0.025414549791501536,0.022464587804147777,0.03967724852618397,0.014378196230300436,0.011443520152569237
2018-05-08,0.018506451575133802,0.024287657569092035,0.015003662093966709,0.019180099347440027,0.012052740060366073,0.013952825060953234,0.02541618124604003,0.018229259049107605,0.03964672972354649,0.014177267320606713,0.010361111109358083
2018-05-09,0.017721536637825382,0.023167191051628188,0.014647196285575828,0.017782271234972922,0.012154169198342215,0.013945687253713012,0.023448445060870512,0.015932804710640965,0.03628899122655922,0.014658994762486922,0.009946230468053157
2018-05-10,0.0176007326185275,0.021391039551702826,0.014625176177090944,0.01790450590639082,0.012483025338160944,0.013972754426954757,0.023511880400460476,0.015972142828037966,0.03281051881027856,0.014797316604536771,0.010027831612295913
2018-05-11,0.017651394816311693,0.02139205398448329,0.014199321492694093,0.017114395513884734,0.012758252584089342,0.013675114219571754,0.022466046430804444,0.01563745105834516,0.032595100176651744,0.014280828325301354,0.0097603087339008
2018-05-14,0.01758037268571246,0.018535018648427524,0.013485546364640166,0.016395919791816264,0.011739700096059513,0.013102699233767898,0.021627912056691918,0.014352898951609159,0.03150339103139959,0.01367272438704989,0.008678315741986804
2018-05-15,0.017705328893529573,0.018838545907942792,0.013413419981583206,0.01690152980888018,0.010399727332316273,0.013026925771156122,0.021893011730363506,0.01435367179857919,0.030367193478849475,0.013145891203618348,0.00857770943094555
2018-05-16,0.017501995398896023,0.018769641185757927,0.013383983840611763,0.016828281035256205,0.009922730718076537,0.012768755083115717,0.021885633334618584,0.013483247503214378,0.027557727761707198,0.01310933829450095,0.008375135690896051
2018-05-17,0.0175722671555702,0.018213217822433823,0.013245505887082117,0.016845159952023396,0.010086410180587375,0.01257909373387088,0.021510870706172254,0.013655542584264024,0.024829589215038226,0.012944485365699544,0.008306612344197448
2018-05-18,0.01677148334812196,0.017014955631233383,0.01296705892892499,0.016413613864653,0.009503319196001827,0.012047940601085166,0.021331775649705825,0.012810976771813727,0.025019671374157407,0.012634723712382034,0.007134836276497874
2018-05-21,0.016742514593857852,0.01701387285794045,0.012998604511962874,0.016481824029784736,0.009255074173971692,0.011967800532693196,0.02134994582923828,0.012937504582136012,0.024928231164255875,0.012722997381718214,0.007210711015697955
2018-05-22,0.0165227249803652,0.016736183565896963,0.012628252935685874,0.016364597403642607,0.009189402010922835,0.011538746695412725,0.020096926970470014,0.01236068420625583,0.023684532638042096,0.01193026116140517,0.006665727059958679
2018-05-23,0.016475620784695246,0.016724035947589835,0.012410008096095555,0.016267339720676004,0.009243767021986326,0.011121103529548313,0.020227552834426763,0.012248461616740834,0.023844536447660013,0.011944572622363361,0.006568120506213498
2018-05-24,0.016442248832604853,0.016600295978011742,0.011617061540102993,0.0161630546026164,0.009238673813129771,0.01035213770946348,0.019995052047693907,0.011911367374335928,0.023532408274713264,0.012793497663593318,0.00645221002186282
2018-05-25,0.0164419186997375,0.016334183393285504,0.010385105781347418,0.016163388197189668,0.009232765004694984,0.009082617901725305,0.020072718419106815,0.011837950494437066,0.023157928785824122,0.013303137793262856,0.006442493135980762
2018-05-29,0.016466719718955098,0.01632526318845296,0.012765480565951656,0.016356446212448653,0.00939024890119062,0.012103068453298707,0.02006928979600453,0.011735226213173817,0.022792480323971926,0.01323298422469236,0.006676162255178956
2018-05-30,0.016344178956536892,0.014636891102037185,0.013217020701405667,0.015391327485226976,0.00975637735674506,0.012866587223863628,0.019787675863227078,0.011315260333517194,0.023266704901687193,0.014942538991755749,0.006793812450358065
2018-05-31,0.016355049079342605,0.014421786227742346,0.013007315203626761,0.015830586428352302,0.009199532209143685,0.012978095554647675,0.019776370700834326,0.011310434464137735,0.023403706042147105,0.014854172652833448,0.006915345919053311
2018-06-01,0.015549367688230632,0.014111332084402203,0.01255787141849187,0.016651732476929876,0.009628321144887514,0.012545533468266156,0.01978770165333439,0.011770750549073419,0.023472950513389216,0.014893798862678671,0.007101633557942639
2018-06-04,0.013015298194784648,0.013723367190299977,0.012542562797969682,0.0166780473946563,0.009653911695923516,0.012546060136031994,0.019633980006448566,0.01155885764940306,0.022860848842176883,0.015005228870066467,0.006923415062792793
2018-06-05,0.012936833149910962,0.013896329428893557,0.012630433012456865,0.01666306208295018,0.009656820230067024,0.01255536900476127,0.01962267861469415,0.011567180631643824,0.02269620987412532,0.014984828452502529,0.006921561684596747
2018-06-06,0.012417318170923373,0.011387073498686139,0.01392002935264077,0.013649189511519513,0.009866503410538381,0.01327373673445153,0.018081779760392054,0.010462823209004631,0.02824266830261687,0.014941228476628834,0.006491385134687169
2018-06-07,0.01251441408077361,0.011466413078081189,0.013919844004740526,0.013903127361970503,0.009864382841420825,0.013273113903860814,0.018523421144465108,0.010819464585226826,0.02825849893227574,0.01482913368864845,0.006506217977968939
2018-06-08,0.012800630458581444,0.00958680719571414,0.013921988802965836,0.013585049992081773,0.00974622174554735,0.013280675707730302,0.01037719876441805,0.010322956853184115,0.028153488427130283,0.014610643507169287,0.006300709271042187
2018-06-11,0.012487978373992011,0.007455651706589613,0.013916807327419624,0.0133384634646554,0.009916946654717302,0.013232355905915597,0.010470895361582265,0.010094068805356965,0.0287490749943239,0.0125919634066055,0.0063007782775258234
2018-06-12,0.012268025076760346,0.007374775294474777,0.013878959898998885,0.013002995022735287,0.009621140804615255,0.013234085135893145,0.010203034110960787,0.00879681862232367,0.029168071615511396,0.012734050419189812,0.00603471598355733
2018-06-13,0.012028408061597337,0.007239079556057237,0.013883199297578634,0.012635859034030757,0.009608155040061732,0.013241349215767318,0.010136020523372648,0.008547038234302624,0.029028287525438748,0.012760761317087506,0.006121972740766754
2018-06-14,0.009504750775777466,0.007124186469357416,0.013854280155882122,0.012338272076621673,0.00888350615607085,0.01357274686971138,0.010603084691301966,0.00786397383374754,0.029616649827385787,0.01274263539898709,0.005897837977211929
2018-06-15,0.009798176002200579,0.007257643707029134,0.013713403511412054,0.012349947293698671,0.008859552457523826,0.013522192069566003,0.010330559457043286,0.008339609479251489,0.027165843383573963,0.013104279872632279,0.00587269542286367
2018-06-18,0.007028856151883043,0.007246425854103067,0.013719339514935765,0.012194573492467914,0.008890273452680838,0.013376058750561498,0.010255895685857521,0.008211248186638348,0.027212841602952644,0.013095014696757425,0.0055404915900153975
2018-06-19,0.007600146541964744,0.007069774902444254,0.013579058617928883,0.012256940312600679,0.009063357690158421,0.013311966301589852,0.010331180309061518,0.008040129169576962,0.028890133789201515,0.013000310296511703,0.005610748699552875
2018-06-20,0.007591384568634451,0.007005810667868341,0.01344625959069103,0.012230019282061343,0.00897768538192899,0.012997357762273341,0.010902568369853273,0.008094614839306983,0.029124527424312808,0.013015620224585833,0.0056057183502369245
2018-06-21,0.007550405885035279,0.007373690901948999,0.012479564899250974,0.01165809993541453,0.00891462963164377,0.0122783049701576,0.010495920914397777,0.008062818595896483,0.030313178564446857,0.012473118970970509,0.005533173829496023
2018-06-22,0.007054067420264974,0.0076324762542924465,0.01250887506563803,0.011415726435102422,0.00873549247575448,0.012427378745079617,0.01023929950263407,0.008056561043450424,0.031360878049504166,0.012404321528991505,0.005291409000465184
2018-06-25,0.007500290620007309,0.009707796388218037,0.012819649259915755,0.01248793296886246,0.0082398486473749,0.012483172052395517,0.011547107729672204,0.008935623032335784,0.031229491844774332,0.01292365331637997,0.005884025918762134
2018-06-26,0.007888525167061415,0.010096967200262387,0.012738176223273346,0.01254585296793358,0.00809176072087822,0.012486032847453019,0.01172296611133409,0.009001545465852252,0.030826597406640545,0.013037246852258325,0.00589677492345165
2018-06-27,0.00772741415044888,0.010241099400281426,0.012764294364291748,0.012254908040400633,0.008057425957955335,0.012675127357000266,0.011889892608731033,0.009374199532072632,0.03021679809154429,0.01327397950947,0.005975566211752193
2018-06-28,0.007647714233680949,0.011009127155035124,0.013187132668183664,0.012332019932386244,0.008076948794378163,0.013118409655304305,0.011790809898566665,0.009575611863159668,0.03026266206103937,0.01327687228001969,0.006038669360062892
2018-06-29,0.007574416702339164,0.010972978354750567,0.013410863217398226,0.012310679279134928,0.007842415119988864,0.013142572771278565,0.011993273404619115,0.009368498018944243,0.030564226052769004,0.013378707322607765,0.006038663977982217
2018-07-02,0.007827563184113982,0.010938144342060021,0.013138864209144497,0.012215271166045923,0.007826907708040079,0.013032833934703184,0.012152010204858982,0.009676162847647577,0.030411588158585544,0.013495550992008365,0.006043230841987646
2018-07-03,0.008352428897427645,0.011218207336506289,0.01325148113625466,0.012847844291608788,0.007989874383888946,0.013046500967734378,0.012977856895401775,0.009619641086653676,0.03355508666896734,0.013356530921018349,0.00595564879306272
2018-07-05,0.008492180428975768,0.011183544811111766,0.013074541380923394,0.013291743196951476,0.008571102553538995,0.013016709643133059,0.013887806562697856,0.009690549564185184,0.032873369788129915,0.013275643514921411,0.0061407060142436255
2018-07-06,0.008794405639056967,0.011036595988996162,0.012953851324954382,0.01334147587763594,0.0085990156118886,0.013055869215145953,0.014193468217559868,0.009780789507189493,0.03282027766364389,0.01322795286742678,0.006302436947290106
2018-07-09,0.009147207508847831,0.011334631292509906,0.014680744409870904,0.013420074947278317,0.008364022277462512,0.014249776468811615,0.014135077110291076,0.0098032146112767,0.03315552638812588,0.012527940257722773,0.006470375096853096
2018-07-10,0.009144996813905876,0.011330277020105159,0.014727603715985825,0.013410870211018786,0.008531553805184349,0.014261307362701203,0.014144406802218717,0.00980594683360075,0.0331853714117822,0.011977403042115727,0.006463359052983735
2018-07-11,0.009442639770602864,0.011354072518321282,0.012763079829364844,0.013005392138400854,0.008025837554027054,0.011781013056163109,0.014219254944997569,0.00977694572887131,0.033218287467102224,0.012243049631087277,0.0062097815111180135
2018-07-12,0.009906551852637429,0.011939576227288572,0.012306115808041402,0.01358196688033299,0.007975462659780741,0.011039272200868184,0.014558331241713058,0.010346434580047281,0.03296577926428097,0.010080187068969003,0.0059957260666449325
2018-07-13,0.009878987494000182,0.011985000448034392,0.012215837631525714,0.013194013286053977,0.008175136991012705,0.010832217830324085,0.014137604362472298,0.01049307978098785,0.03257418522709696,0.010133906422427525,0.005811939966395855
2018-07-16,0.00934721073531531,0.011968647640659216,0.01433477437433779,0.012165523535287635,0.008121518198294818,0.012769608693267325,0.01404703075087312,0.010036404579430381,0.03282581294909251,0.010242937381604119,0.005530571359400655
2018-07-17,0.009233979571766094,0.011895070875142067,0.01439554807717528,0.012090817012341172,0.010190344342428197,0.012772667365657027,0.014142099239833773,0.010068250152303435,0.03344658663661012,0.010049754965994728,0.005519701567569834
2018-07-18,0.009165827454077723,0.011565290159723811,0.014274858120736846,0.012078545480498049,0.010377865764331976,0.01280344813193712,0.01415763829893262,0.010180420039003178,0.03319028992222386,0.010024652970111623,0.005525645772259861
2018-07-19,0.009262572214393796,0.012073433853307308,0.013406389270224065,0.012282533424331681,0.010647257750298926,0.012443841484858902,0.014103090731820698,0.010271317378013848,0.028650061721186816,0.009550442639950037,0.005392083335375324
2018-07-20,0.009259486094983041,0.012025171976558467,0.013710300415639264,0.012066585402739633,0.010629436236903161,0.012635026356076018,0.013651660808347921,0.010246973894248964,0.02884395762664246,0.009452582095464429,0.005393900203942607
2018-07-23,0.009111054028359095,0.012092868275499762,0.01418992350934062,0.012160883904040316,0.010634254525052745,0.013055915773059257,0.013650917481169162,0.010521329583044848,0.02945808255387315,0.009291243692419262,0.005376430369912189
2018-07-24,0.009192805488008276,0.012314773151941029,0.01419288104471962,0.013803618561941775,0.011025710156759936,0.013087419813051674,0.013791403894072168,0.010461760731349249,0.028299920499825378,0.009956455335786256,0.005436008471178087
2018-07-25,0.00929575496028502,0.012646223904117774,0.014197576363777942,0.013933635353228103,0.011100618800072898,0.013094619672606563,0.013895386964625146,0.01155867927738647,0.0285628456108376,0.009911982549133816,0.005655448920820917
2018-07-26,0.009177038119753247,0.014036512877835881,0.014220600709072634,0.01388779079384793,0.011285464860039035,0.01310396081669426,0.04154130073152782,0.011761111257496895,0.028513621288251027,0.009749187274893115,0.0056295258748186115
2018-07-27,0.009710255702122906,0.013944711007293728,0.014023834690622761,0.014760089076208288,0.011346567047337911,0.01266272076675199,0.04126691712779236,0.012332548623911206,0.02786434556170557,0.011065307333278302,0.00577410607214376
2018-07-30,0.00957420890533316,0.014521158487294255,0.013958482405299668,0.01524114362477509,0.01135324147100575,0.012657274100844959,0.04140067230124792,0.012798057557787979,0.028010356996064325,0.010700781715661635,0.005879516441897621
2018-07-31,0.009578799557804545,0.014512475965926886,0.014256543026559081,0.014837511451586268,0.01108134498861815,0.013085013520231873,0.041354507714079704,0.012790224376451992,0.027650064457530165,0.010712866299059503,0.005919683914409084
2018-08-01,0.013710735111677261,0.014596783430163993,0.014323108391336032,0.014815354814393132,0.010999903272604463,0.013013820987974867,0.04135463397914707,0.012786305392599092,0.026551993874077678,0.011016189092707445,0.005865547365708954
2018-08-02,0.014514591758168254,0.014958099980179454,0.014314865518377856,0.0148343572766833,0.011191901547201453,0.013006851411817521,0.041466146532879465,0.012838514464806822,0.03851608223648803,0.011055585890282698,0.005915285755173462
2018-08-03,0.014412854148049733,0.014828875814788731,0.01434427397663015,0.01461931538696893,0.011117796175301632,0.013029024584922506,0.04152767166808492,0.012731864405907862,0.037765156281703585,0.010935134155944116,0.005801124296016245
2018-08-06,0.014358036759891673,0.014845638259028874,0.014149028856677655,0.01462067911610949,0.011003734474615083,0.012511669182484494,0.0424261015611588,0.01261009401558828,0.03713860572659889,0.010207199424470776,0.00581688109777182
2018-08-07,0.014137383606621591,0.013447317196740922,0.013624727368727312,0.013805236618965124,0.01104188508848455,0.012279602455747121,0.04220366615333168,0.011871401919664841,0.041653217031447275,0.009799044005979607,0.005089456057063589
2018-08-08,0.01406842673968963,0.013338377237345567,0.013662985947505823,0.01369837769354599,0.011045320637443215,0.012269276840833421,0.04214148973405755,0.011859452845007886,0.04175906246596146,0.009675950394268745,0.005100796593980475
2018-08-09,0.014048835953920239,0.012686168502752861,0.013532160838420995,0.013295990805398807,0.010939776058693451,0.011916124615260787,0.04209819550606998,0.0113118784688691,0.04281601703986784,0.009390933681278609,0.004759893657936507
2018-08-10,0.014096344673212361,0.012260422597672509,0.013692838315619885,0.013493159521354122,0.01099271437551855,0.011969468757186451,0.04215940922795099,0.011370971110978267,0.042750831746049184,0.009364367294947825,0.004959644927211886
2018-08-13,0.014057973690130265,0.012235806472285305,0.01403903741000413,0.013545437416707128,0.010962429976111967,0.012349114051000221,0.04213976283318781,0.011519098870299723,0.04257284867969233,0.009348228346942215,0.005056699397445602
2018-08-14,0.013996164557057317,0.01231100406167537,0.014105862697032213,0.013485473202594172,0.011056956717389587,0.012327409490017547,0.04203378337236602,0.011467201467044299,0.04260708633553138,0.009147575778329833,0.005133097131707441
