,Final_Portfolio_Value
969,0.9222635570454062
970,1.2876393214546302
971,0.6862007418085125
972,1.1717047704507624
973,1.2809270640773045
974,1.274633103299146
975,1.229352180691795
976,1.2258299103545447
977,1.4754418224144545
978,1.1731868254677045
979,0.9968954393062884
980,1.416939242015242
981,1.1550107183905531
982,1.5104159113071178
983,1.5245059479810992
984,1.4137680422473264
985,1.311005967274417
986,0.9309046549334079
987,1.0170943645181083
988,0.8777807751210407
989,0.9422609022846855
990,1.7525473299423602
991,1.4641813043927423
992,1.125399257842149
993,0.7941678418470883
994,1.5242992115974974
995,1.4972904252609949
996,1.2375060092799302
997,1.4529589733113164
998,0.9261685258764457
999,0.8541865952428193
1000,1.0118397144039875
1001,1.7727748829576062
1002,0.9723139537949776
1003,1.3178806895859938
1004,1.1443383481743947
1005,1.268572541255238
1006,0.6884251680847187
1007,1.1043867986514235
1008,1.0730312191974514
1009,0.9818933322161265
1010,0.8520224627809903
1011,1.0565656346695576
1012,0.8388173604762041
1013,0.755820476645331
1014,1.0628274932284516
1015,0.7486825823111989
1016,1.392479576505566
1017,1.6793461732023893
1018,1.6248162722376476
1019,1.2747303259590663
1020,0.5543362591289915
1021,1.2305558801678906
1022,0.6178306092757841
1023,1.1205207221876934
1024,1.1273228859913889
1025,0.7291031066671696
1026,0.8134975212672214
1027,1.228940803506821
1028,1.0421839464650322
1029,0.9781266843695197
1030,0.9285251578450037
1031,1.3427473600492705
1032,1.3921953489450134
1033,0.8844424806550159
1034,0.8378269845470752
1035,1.00356521598466
1036,0.9391132891445552
1037,0.9594197035994446
1038,1.8092893140331827
1039,1.0091487304689533
1040,1.2736688336581967
1041,1.2900190033751957
1042,1.4318289749284272
1043,1.2538550213635393
1044,1.3258207461584153
1045,1.2202888770545655
1046,1.0386289224069634
1047,0.8385171965756186
1048,1.5215355282447625
1049,1.0462027649278347
1050,1.4882675877329659
1051,1.378235926648183
1052,1.06778509946632
1053,1.4468996460212455
1054,1.0127650082690867
1055,0.9458060395094665
1056,1.0563476157185543
1057,1.0937114823233174
1058,1.2970904764193891
1059,1.2286017310258517
1060,0.957022202876707
1061,0.8399137720376396
1062,0.7802385626072226
1063,1.004621603437941
1064,1.05399045491838
1065,1.0322748434173434
1066,0.7902672982034951
1067,1.0825041716638109
1068,0.8467975252697599
1069,1.6018592735134174
1070,0.7610404089778393
1071,0.8330660002545888
1072,1.4483328521787688
1073,0.9731504193688799
1074,1.4991387588255134
1075,1.3406326058243119
1076,0.8315479377202089
1077,0.8467597824533062
1078,1.615479761982117
1079,1.015210074648786
1080,1.196233262867854
1081,0.8683235907410823
1082,0.8629754608885466
1083,1.5657845353560103
1084,1.236020697925429
1085,1.550851807581869
1086,0.9419679277937835
1087,1.0093661933682712
1088,1.0368819944403904
1089,1.1045136846422068
1090,0.8791026149593272
1091,1.4079369885568516
1092,1.0625394008248357
1093,0.9084975392074559
1094,0.9609776454168302
1095,0.7479173371718699
1096,1.2684790991306198
1097,0.8884532356505882
1098,0.899935609482587
1099,1.0240921607819795
1100,1.6249692992550206
1101,1.2276770940853046
1102,0.8866357413383804
1103,1.1770588599323992
1104,1.2664934292087993
1105,0.5923652558779268
1106,1.2530312566604982
1107,1.0307905052624506
1108,0.9209178050887844
1109,1.2050055260477552
1110,1.198599345921997
1111,1.0919823487671498
1112,1.1785958649699007
1113,0.9479042359310348
1114,1.435340516350527
1115,1.0669607758965451
1116,1.2208318383910302
1117,0.9736686570251398
1118,1.3777084418277545
1119,1.322954328865561
1120,1.0544904573623692
1121,0.5645682673462291
1122,1.2002573538016597
1123,0.7499214548204196
1124,1.1386754367282013
1125,0.882814070158831
1126,0.8218920502923389
1127,0.7881813758746682
1128,1.0306836538720785
1129,1.439914920242587
1130,1.373366992742982
1131,0.9657998546368078
1132,1.2918792325536383
1133,1.1444005864653883
1134,0.85783163297463
1135,1.3178257776010045
1136,0.7898944310104508
1137,1.239312373729786
1138,1.044933696993714
1139,1.6029794276873413
1140,0.9611159091719501
1141,1.0749871918653022
1142,1.8512050097904225
1143,1.2082646057502122
1144,1.5731347794853914
1145,0.7982547078263481
1146,1.3110754809820906
1147,1.1854778084451745
1148,1.2456132634240347
1149,0.9445927589542632
1150,0.9105943694815966
1151,2.1466766685595613
1152,1.6437116793330713
1153,1.4887819363018333
1154,1.5447109562347243
1155,1.1994341102186261
1156,0.6448689493188631
1157,1.593434158722879
1158,1.6564852118117233
1159,1.2165698364468336
1160,1.206882370185034
1161,0.9280581135473995
1162,1.452852037719275
1163,0.8665352977576843
1164,1.6082850973180998
1165,0.9257304572072556
1166,0.9077991199026348
1167,0.8416078043880026
1168,0.7312380588753268
1169,1.252790357352361
1170,1.1078577440572561
1171,1.0683762573185371
1172,0.888451734488969
1173,1.036641421384418
1174,1.8177593578749018
