Date,AAPL,AMZN,BAC,GOOGL,JNJ,JPM,META,MSFT,TSLA,XOM,^GSPC
2018-01-03,-0.00017397760749514636,0.012694394527191124,-0.0033502302876457606,0.01691702423870209,0.00950723372185743,0.001018578929030182,0.017755706061089768,0.0046431427232767886,-0.01028583096269393,0.019449961095792157,0.006378433243936035
2018-01-04,0.004634321031338522,0.0044660253429876385,0.01300239039631084,0.0038770387342094226,-7.095950766904848e-05,0.014223766819027239,-0.00184276308129915,0.008762737599880995,-0.008324530558681901,0.0013831819168814666,0.004020542855326989
2018-01-05,0.011320687171504962,0.0160332935792393,0.0046264551737271445,0.013173023262137283,0.008219420766526458,-0.006440239317858801,0.013578518665341233,0.01232191567575088,0.006210416017176824,-0.0008066501892737362,0.007009145888585348
2018-01-08,-0.0037210618146478118,0.014321632906715799,-0.0069475035755948095,0.0035243879243426488,0.0012692355502506257,0.0014760155448714158,0.007624029412196942,0.0010202096512358777,0.060754702381703427,0.004485512610262593,0.001660963767296979
2018-01-09,-0.00011493421431671529,0.004664812398839383,0.004967357401640616,-0.0012753513702575751,0.015732759780554148,0.005056120044787238,-0.002179952198167372,-0.0006797413739910563,-0.008118245093933886,-0.004254865329623777,0.0013020835172984225
2018-01-10,-0.00022925324853627748,0.001300359709972529,0.009207470919840177,-0.0023840787546314593,-0.0011799322635037005,0.010943968639171972,-0.0001597433182657031,-0.004544591632229197,0.003320893638202626,-0.007983796332700563,-0.0011128458115206878
2018-01-11,0.0056639998113157276,0.01766139781681635,0.0035942439487598823,0.001718988190187556,0.0056794884629254045,0.005337162888157262,-0.0003727518447781546,0.002956162896816271,0.009364661080734738,0.009826042812691315,0.007009025768882019
2018-01-12,0.010273417720359671,0.02209336587396363,0.017138800594665018,0.01658749681020343,0.006677288400161646,0.016375529345738868,-0.04576713193126539,0.017109915470957582,-0.005132257768969449,0.00676397554595966,0.006726926399094035
2018-01-16,-0.005095014374198568,-0.0002606211461983206,0.0016017517092647869,4.429023219792423e-05,0.007517957134067425,-0.0035563214347629464,-0.0054784820522659665,-0.01404906203157106,0.01135638767539583,-0.006304134729637327,-0.0035307132616026696
2018-01-17,0.016381014074531023,-0.0075850021734760985,-0.0019224101544333557,0.007401501834651045,0.000816647752566638,0.0063926363513131116,-0.004438308859706097,0.02005767817356658,0.02066361394773987,0.011773642397384017,0.009371006206502086
2018-01-18,0.0008929992965542084,-0.001298133852806076,0.009575379464603377,-0.0027514815319936233,-0.0004082078749046157,0.0023865954368960307,0.012311287437510362,-0.0004438500889182848,-0.007488501129632502,-0.006498683944481366,-0.0016176974974736241
2018-01-19,-0.004472535590698756,0.0009736994050156305,0.007595064829741461,0.00660667652464246,0.0029905080261986897,-0.002209823496130211,0.008252729918554502,-0.0011105340660225867,0.015693090065018588,-0.00320736625686252,0.004375647986990156
2018-01-22,-0.008214614040776405,0.024968098162378945,0.006911780474085109,0.0179061311992374,0.005278889599778455,0.011612587927685753,0.02225603266943464,0.017730596969828063,0.004390024536005943,0.01254260160117009,0.00803436438221324
2018-01-23,0.00022574358360336592,0.026196229930158944,-0.0006263535403486417,0.010263594683263363,-0.04352845633726551,-0.0010499235279392658,0.02124333256912952,0.0031606888810230883,0.00349261668007839,0.0005667849857617785,0.002172004968222319
2018-01-24,-0.016056774693170222,-0.003698397360036897,0.0053115415505468775,-0.0041577035742633535,0.001690818958098459,0.012702322528418403,-0.014897946181493657,-0.0008707045155588515,-0.01975213430064165,0.0026011673914346865,-0.0005601325472320471
2018-01-25,-0.01801237669290477,0.014944682738458965,0.0,0.009220626328081676,0.01626722430393979,0.00025937286052067377,0.004972981063259889,0.005538832141547335,-0.02414061666578032,-0.0018086713835037433,0.0006024393988328895
2018-01-26,0.0023348698608179367,0.017338590199733116,0.003422122653570429,0.004574576987513123,0.0064201291548648615,0.005344468005366189,0.013351890789460159,0.018564031645483235,0.015312820217281293,0.007103720739474374,0.011771638106084168
2018-01-29,-0.020915545001124313,0.0110863061970509,0.0024813249329290587,-0.0009099232707972816,-0.011418528337799164,-0.0010321969446276753,-0.021385081006369065,-0.0014894672809480452,0.019296367584641105,-0.011185546391749679,-0.006754736284863033
2018-01-30,-0.005911578046036095,0.014106290909006738,-0.012469092229066165,-0.0077078821773523595,-0.008737844009997775,-0.009424918356790666,0.006110999875952574,-0.012643535000140305,-0.01067099478570611,-0.014074751769825365,-0.010958642805337085
2018-01-31,0.002751205862529265,0.009049130891396598,0.0037573114475597707,0.0041109663864666345,-0.030221361952189538,0.004853274435531244,-0.0012298547942183014,0.024182368464707272,0.024253827172148544,0.0059743758817789195,0.0004888658586947881
2018-02-01,0.002088330248087801,-0.04287344522925761,0.015504060782547556,-0.0005330477347765895,0.013155748628842267,0.010321091033121982,0.0326362259498161,-0.0079254220699256,-0.014384252958894271,0.020072374154509937,-0.0006482983520233253
2018-02-02,-0.044359759821216226,0.028335697336222956,-0.017067813436453454,-0.054246924052284096,-0.016853091926819483,-0.022410914169510132,-0.014659673587292395,-0.026662625798417196,-0.015873271824704757,-0.05231628000927737,-0.021436680516698812
2018-02-05,-0.0253017528503971,-0.028335697336222907,-0.05434551335669085,-0.05209297458705457,-0.054402256353553335,-0.049140058550660774,-0.048564279580736135,-0.04205748911734434,-0.031381851268344675,-0.058586005078585225,-0.041842540938381426
2018-02-06,0.04094208833125548,0.037309622701425335,0.03059132633762421,0.020533441279375328,0.010983641123093678,0.029969155110550986,0.022097665862178414,0.03714267954368647,0.0025183533063415963,-0.017334849765451413,0.017290573348937088
2018-02-07,-0.021639581066192595,-0.018226722717437444,0.0016012388704757746,-0.027125189075326968,-0.003114883726506662,0.006756081942246209,-0.028073873350703212,-0.019012469610130832,0.032493210526077794,-0.01815982782205908,-0.005014138223752627
2018-02-08,-0.02790218699349326,-0.04791173027881124,-0.049526334079585586,-0.04624870169304776,-0.03926362217477833,-0.04521706673526162,-0.04890655400173145,-0.052698092906842756,-0.09024189341458241,-0.011372008871117887,-0.0382590522458017
2018-02-09,0.012156910435752037,-0.008103804791418619,0.01964424445431896,0.03755082724276047,0.0247775467468074,0.01982453150304728,0.026059021388123473,0.03661090646286752,-0.015376248848248276,0.0063542749917367344,0.014825645199524345
2018-02-12,0.03948867341402842,0.034216728035250644,0.0257134491464447,0.007892233652707898,0.005696791077688419,0.015330817065922427,0.001702169617554348,0.010715995948025164,0.016961202165830976,0.008410281029972011,0.013818665678186272
2018-02-13,0.00996787898891021,0.02019536975735599,0.001926261697697558,-0.00039835711052499037,-0.0023823632886597968,0.006156098606896594,-0.01865288602868013,0.007823018853434378,0.024806110575996826,-0.0015716660106458598,0.0026095219802775584
2018-02-14,0.018269332407759183,0.02550419300925882,0.02595907958362091,0.01745338598382895,-0.002234060501178996,0.022862209435158987,0.03612858095900106,0.015537065868878422,-0.004179773833776486,0.002094815081626153,0.013313439808897013
2018-02-15,0.0330269805047582,0.007353751233283212,0.006540958383608606,0.017245900089322308,0.011958702515098604,0.004164088414793701,0.0024480833438783552,0.0201676204982929,0.035836754394223076,-0.0032749000613418768,0.01199686177677526
2018-02-16,-0.0032423000106610454,-0.0089814315393622,-0.007479162680035232,0.003786325717058009,0.014524422733583139,-0.0072115612922185055,-0.014553072035981074,-0.007148584087584202,0.004241546843597516,0.004320449473534082,0.0003733996499216942
2018-02-20,-0.0033690605138076224,0.01347964456515462,-0.0012516332598645856,0.007357549308558305,-0.017271637704043996,0.0002614461727838355,-0.007640852001382142,0.0077957743301292175,-0.00214835049634627,-0.01037476460606783,-0.005858517106837343
2018-02-21,-0.004549453916117333,0.00987380009044426,-0.0018809005667345638,0.009164160944004822,-0.0073625518144721245,0.004175846391557444,0.010737197933693285,-0.013354787820257027,-0.004400810006499264,-0.011417991249898353,-0.005511664483310908
2018-02-22,0.008324589097787759,0.0016305120580417068,-0.00566402204024593,-0.0034627742461598022,0.0,-0.0018245811898705158,0.006052056076653336,0.002620004813936711,0.03788699111449636,0.012869281009915814,0.0009730774855778604
